nplid;namn;atc_kod;form;form_kod;styrka
19660215000035;Isopto®-Pilokarpin;S01EB01;Ögondroppar, lösning;EYDRSO;1 %
19660516000017;Sobril®;N05BA04;Tablett;TABLET;15 mg
19660516000024;Addex®-THAM;B05XX02;Koncentrat till infusionsvätska, lösning;COSINF;3,3 mmol/ml
19660516000031;Theranyl®;M02AC;Salva;OINTME;
19660516000048;C-vimin®;A11GA01;Brustablett;EFFTAB;1 g
19660526000014;Distalgesic®;N02AC54;Tablett;TABLET;
19660623000016;Ido®-E;A11HA03;Tablett;TABLET;100 mg
19660623000023;Malvitona®;A11EX;Oral lösning;ORASOL;
19660914000015;Marcain® adrenalin;N01BB51;Injektionsvätska, lösning;SOLINJ;5 mg/ml + 5 mikrogram/ml
19660914000022;Marcain® adrenalin;N01BB51;Injektionsvätska, lösning;SOLINJ;2,5 mg/ml + 5 mikrogram/ml
19660914000039;Kenacutan®;D07BB03;Kräm;CREAM;
19660914000046;Kenacutan®;D07BB03;Salva;OINTME;
19660914000053;Salures-k;C03AB01;Tablett;TABLET;
19661018000017;Indomee®;M01AB01;Suppositorium;SUPPOS;50 mg
19661018000024;Indomee®;M01AB01;Suppositorium;SUPPOS;100 mg
19661018000031;Ultracortenol®;S01BA04;Ögondroppar, suspension;EYDRSU;5 mg/ml
19661102000015;Isoptin®;C08DA01;Injektionsvätska, lösning;SOLINJ;2,5 mg/ml
19661102000022;Isoptin®;C08DA01;Filmdragerad tablett;FICOTA;40 mg
19661102000039;Kenacort®-T;A01AC01;Munhålepasta;ORMUPA;0,1 %
19661214000019;Hydergin®;C04AE01;Tablett;TABLET;1 mg
19670111000015;Dridol®;N05AD08;Injektionsvätska, lösning;SOLINJ;5 mg/ml
19670111000022;Furadantin®;J01XE01;Tablett;TABLET;5 mg
19670122000011;Celeston® bifas®;H02AB01;Injektionsvätska, suspension;SUSINJ;5,7 mg/ml
19670210000015;Isopto®-Karbakolin;S01EB02;Ögondroppar, lösning;EYDRSO;3 %
19670210000022;Solu-Cortef®;H02AB09;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;250 mg
19670228000014;Stesolid®;N05BA01;Tablett;TABLET;2 mg
19670228000021;Stesolid®;N05BA01;Tablett;TABLET;5 mg
19670228000038;Stesolid®;N05BA01;Tablett;TABLET;10 mg
19670407000019;Norgesic®;M03BC51;Tablett;TABLET;35 mg/450 mg
19670407000026;Norflex®;M03BC01;Depottablett;PRRETA;100 mg
19670407000033;Toxogonin;V03AB13;Injektionsvätska, lösning;SOLINJ;0,25 g/ml
19670407000040;Acetylcystein Mylan;R05CB01;Lösning för nebulisator;NEBRSO;200 mg/ml
19670509000016;Mogadon®;N05CD02;Tablett;TABLET;5 mg
19670622000016;Glucagon Novo Nordisk;H04AA01;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;1 mg
19670622000023;Glucagon Novo Nordisk;H04AA01;Pulver och vätska till injektionsvätska, lösning i förfylld spruta;PSSIJP;1 mg (1 IE)
19670622000030;Minifom®;A03AX13;Kapsel, mjuk;CAPSOF;100 mg
19670720000017;Ido-C®;A11GA01;Brustablett;EFFTAB;1 g
19670825000011;Tylan® vet.;QJ01FA90;Injektionsvätska, lösning;SOLINJ;200 mg/ml
19670825000028;Calcevita®;A11JB;Brustablett;EFFTAB;
19670825000035;Edecrina®;C03CC01;Pulver till injektionsvätska, lösning;POSOIJ;50 mg
19670825000042;Esucos;N05AB01;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19670825000059;Confortid®;M01AB01;Kapsel, hård;CAPHAR;25 mg
19671002000015;Inutest;V04CH31;Injektionsvätska, lösning;SOLINJ;25 %
19671002000022;Zyloric®;M04AA01;Tablett;TABLET;100 mg
19671002000039;Gammaglobulin Pharmacia;J06BA01;Injektionsvätska, lösning;SOLINJ;165 mg/ml
19671002000046;Apozepam;N05BA01;Tablett;TABLET;2 mg
19671002000053;Apozepam;N05BA01;Tablett;TABLET;5 mg
19671026000015;Dygratyl®;A11CC02;Tablett;TABLET;0,2 mg
19671113000010;Fluanxol®;N05AF01;Dragerad tablett;COATAB;0,25 mg
19671113000027;Fluanxol®;N05AF01;Dragerad tablett;COATAB;0,5  mg
19671113000034;Fluanxol®;N05AF01;Dragerad tablett;COATAB;1 mg
19671113000041;Rinomar®;R01BA51;Tablett;TABLET;25 mg/10 mg
19671213000019;Garamycin®;J01GB03;Injektionsvätska, lösning;SOLINJ;40 mg/ml
19671213000026;Garamycin®;D06AX07;Kräm;CREAM;0,1 %
19671213000033;Trasylol®;B02AB01;Injektions-/infusionsvätska, lösning;SOIJIF;10000 KIE/ml
19680209000018;Urografin®;V08AA01;Injektionsvätska, lösning;SOLINJ;145 mg I/ml
19680209000025;Heminevrin®;N05CM02;Kapsel, mjuk;CAPSOF;300 mg
19680222000019;Antasten®-Privin®;S01GA51;Ögondroppar, lösning;EYDRSO;5 mg/ml + 0,25 mg/ml
19680314000019;Betapred;H02AB01;Injektionsvätska, lösning;SOLINJ;4 mg/ml
19680314000026;Tryptizol®;N06AA09;Filmdragerad tablett;FICOTA;50 mg
19680314000033;Imurel®;L04AX01;Filmdragerad tablett;FICOTA;50 mg
19680315000018;Celeston® valerat med chinoform;D07BC01;Kräm;CREAM;
19680321000019;Heminevrin®;N05CM02;Oral lösning;ORASOL;50 mg/ml
19680419000013;Kenacort®-T;H02AB08;Injektionsvätska, suspension;SUSINJ;40 mg/ml
19680517000014;Esbetre® vet.;QP51BA03;Pulver till oral lösning;POORSO;30 %
19680517000021;Vorenvet® vet.;QH02AB02;Injektionsvätska, suspension;SUSINJ;1 mg/ml
19680612000018;Salazopyrin®;A07EC01;Suppositorium;SUPPOS;500 mg
19680612000032;Hibernal®-embonat;N05AA01;Oral suspension;ORASUS;10 mg/ml
19680816000012;Mallorol® Retard;N05AC02;Depottablett;PRRETA;200 mg
19680816000029;Vibranord®;J01AA02;Oral suspension;ORASUS;10 mg/ml
19680816000036;Miochol®-E;S01EB09;Pulver och vätska till instillationsvätska, lösning för intraokulär användning;PSISIU;10 mg/ml
19680816000043;Haldol®;N05AD01;Tablett;TABLET;0,5 mg
19680816000050;Oxytetral;J01AA06;Tablett;TABLET;250 mg
19680927000017;Oralovite®;A11EB;Filmdragerad tablett;FICOTA;
19680927000024;Juvanesta® comp. vet.;QJ51RC25;Intramammär salva;INMAOI;
19680927000031;Fucidin®;D09AA02;Salvkompress;IMPDRE;30 mg/dm2
19681025000015;Celeston® valerat med gentamicin;D07CC01;Kräm;CREAM;
19681025000022;Betnovat®;D07AC01;Kutan lösning;CUTSOL;1 mg/ml
19681025000046;Xylocain® adrenalin;N01BB52;Injektionsvätska, lösning;SOLINJ;10 mg/ml + 5 mikrogram/ml
19681025000053;Xylocain adrenalin;N01BB52;Injektionsvätska, lösning;SOLINJ;20 mg/ml + 5 mikrogram/ml
19681129000010;Sobril®;N05BA04;Tablett;TABLET;25 mg
19690124000017;Xyloproct®;C05AA01;Rektalsalva;RECOIN;
19690124000024;Xyloproct®;C05AA01;Suppositorium;SUPPOS;
19690124000048;Siqualone®;N05AB02;Tablett;TABLET;5 mg
19690228000012;Myambutol®;J04AK02;Tablett;TABLET;400 mg
19690228000029;Synacthen® Depot;H01AA02;Injektionsvätska, suspension;SUSINJ;1 mg/ml
19690228000036;Paraflex® comp.;M03BB53;Tablett;TABLET;
19690328000011;Cyklokapron®;B02AA02;Injektions-/infusionsvätska, lösning;SOIJIF;100 mg/ml
19690328000028;Cyklokapron;B02AA02;Filmdragerad tablett;FICOTA;500 mg
19690328000035;Kolsuspension;A07BA01;Oral suspension;ORASUS;150 mg/ml
19690328000042;Toilax®;A06AB02;Enterotablett;GARETA;5 mg
19690328000059;Indomee®;M01AB01;Kapsel, hård;CAPHAR;50 mg
19690328000066;Rhesonativ®;J06BB01;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;1250 IE
19690529000018;Tavegyl®;R06AA04;Tablett;TABLET;1 mg
19690618000011;Truxal®;N05AF03;Filmdragerad tablett;FICOTA;25 mg
19690829000015;Betnovat® med chinoform;D07BC01;Kräm;CREAM;
19690829000022;Betnovat® med chinoform;D07BC01;Salva;OINTME;
19690829000039;Tetralysal®;J01AA04;Kapsel, hård;CAPHAR;300 mg
19690918000018;Xylocard®;C01BB01;Injektionsvätska, lösning i förfylld spruta;SOIJPS;20 mg/ml
19690918000025;Confortid®;M01AB01;Suppositorium;SUPPOS;50 mg
19690918000032;Confortid®;M01AB01;Suppositorium;SUPPOS;100 mg
19691121000017;Calmuril;D02AE01;Kräm;CREAM;
19691121000024;Kåvepenin®;J01CE02;Granulat till oral suspension;GRORSU;50 mg/ml
19700130000014;Progynon®;G03CA03;Dragerad tablett;COATAB;2 mg
19700130000021;Progynon®;G03CA03;Dragerad tablett;COATAB;1 mg
19700306000015;Toilax®;A06AG02;Rektalsuspension;RECSUS;10 mg/5 ml
19700306000022;Toilax®;A06AG02;Enterotablett + rektalsuspension;GATRCS;5 mg + 10 mg/5 ml
19700417000010;Cosmegen®;L01DA01;Pulver till injektionsvätska, lösning;POSOIJ;0,5 mg
19700417000027;Locacorten®-Vioform®;S02CA02;Örondroppar, lösning;EADRSO;0,2 mg/ml + 10 mg/ml
19700522000011;Rimactan®;J04AB02;Kapsel, hård;CAPHAR;150 mg
19700522000035;Perfadex;V07AY;Vätska för organförvaring;SOORPR;
19700522000042;Lunelax®;A06AC01;Pulver till oral suspension, dospåse;POSUSA;
19700522000059;Diamox®;S01EC01;Tablett;TABLET;125 mg
19700925000014;Catapresan®;C02AC01;Tablett;TABLET;150 mikrogram
19700925000021;Catapresan®;C02AC01;Injektionsvätska, lösning;SOLINJ;150 mikrogram/ml
19701120000014;Duroferon®;B03AA07;Depottablett;PRRETA;100 mg Fe2+
19701120000021;Calcium-Sandoz®;A12AA06;Brustablett;EFFTAB;1000 mg
19701218000018;Renapur;G04BC;Granulat;GRANUL;
19701218000025;Bricanyl®;R03CC03;Injektionsvätska/koncentrat till infusionsvätska, lösning;SIJCIJ;0,5 mg/ml
19701218000032;Bricanyl®;R03CC03;Tablett;TABLET;5 mg
19701218000049;Tavegyl®;R06AA04;Oral lösning;ORASOL;50 mikrogram/ml
19701218000056;Bricanyl®;R03CC03;Tablett;TABLET;2,5 mg
19710205000016;Lunelax®;A06AC01;Pulver till oral suspension;POORSU;
19710312000015;Corticoderm®;D07AB07;Kräm;CREAM;0,1 %
19710312000022;Kåvepenin®;J01CE02;Granulat till oral suspension i dospåse;GOSUSA;250 mg
19710312000039;Lanacrist®;C01AA05;Tablett;TABLET;0,13 mg
19710312000077;Myocrisin®;M01CB01;Injektionsvätska, lösning;SOLINJ;20 mg/ml
19710312000084;Myocrisin®;M01CB01;Injektionsvätska, lösning;SOLINJ;40 mg/ml
19710312000091;Myocrisin®;M01CB01;Injektionsvätska, lösning;SOLINJ;100 mg/ml
19710416000010;Rompun® vet.;QN05CM92;Injektionsvätska, lösning;SOLINJ;20 mg/ml
19710416000027;Magnecyl-koffein;N02BA51;Tablett;TABLET;500 mg/50 mg
19710416000034;Haldol®;N05AD01;Tablett;TABLET;4 mg
19710528000014;Terramycin® vet.;QG01AA07;Intrauterin tablett;INUTTA;500 mg
19710528000021;Ultraplex® vet.;QA11JA;Injektionsvätska, lösning;SOLINJ;
19710528000038;Kaleorid®;A12BA01;Depottablett;PRRETA;750 mg
19710616000018;Diclocil;J01CF01;Pulver till oral suspension;POORSU;12,5 mg/ml
19710616000025;Diclocil®;J01CF01;Kapsel, hård;CAPHAR;250 mg
19710616000049;Isoptin®;C08DA01;Filmdragerad tablett;FICOTA;80 mg
19710616000056;Aldomet®;C02AB01;Filmdragerad tablett;FICOTA;500 mg
19710903000011;Nitrazepam RPH Pharma;N05CD02;Tablett;TABLET;5 mg
19710903000028;Follinett®;G03AA07;Tablett;TABLET;
19711008000012;Spiramycin vet.;QJ01FA02;Injektionsvätska, lösning;SOLINJ;260 000 IE/ml
19711008000036;Ventoline®;R03CC02;Tablett;TABLET;2 mg
19711112000014;Lomudal®;R03BC01;Inhalationspulver, hård kapsel;INPOHC;20 mg
19711112000021;Pavulon®;M03AC01;Injektionsvätska, lösning;SOLINJ;2 mg/ml
19711112000038;Tylan® vet.;QJ01FA90;Premix till medicinfoder;PRMEFE;2 %
19711112000045;Bricanyl®;R03AC03;Inhalationsspray, suspension;PRINSU;0,25 mg/dos
19711217000018;Bisolvon®;R05CB02;Orala droppar, lösning;ORDRSO;2 mg/ml
19711217000025;Synalar®;D07AC04;Gel;GEL1;0,025 %
19720204000016;Orstanorm®;N02CA01;Tablett;TABLET;2,5 mg
19720204000023;Estracyt®;L01XX11;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;300 mg
19720204000030;Aminess®;B05BA01;Infusionsvätska, lösning;SOLINF;
19720204000047;Marcain®;N01BB01;Injektionsvätska, lösning;SOLINJ;2,5 mg/ml
19720204000054;Marcain®;N01BB01;Injektionsvätska, lösning;SOLINJ;5 mg/ml
19720204000061;C-vimin® apelsin;A11GA01;Brustablett;EFFTAB;1 g
19720310000016;Combizym® compositum;A09AA02;Tablett;TABLET;
19720310000023;Keflex®;J01DB01;Granulat till oral suspension;GRORSU;50 mg/ml
19720310000030;Mini-Pe®;G03AC01;Tablett;TABLET;0,35 mg
19720414000011;Keflex®;J01DB01;Tablett;TABLET;500 mg
19720414000028;Nipaxon®;R05DA07;Oral suspension;ORASUS;2,5 mg/ml
19720519000015;Buronil®;N05AD03;Filmdragerad tablett;FICOTA;25 mg
19720519000022;Siqualone® decanoat;N05AB02;Injektionsvätska, lösning;SOLINJ;25 mg/ml
19720616000017;Fungizone®;A01AB04;Sugtablett;LOZENG;10 mg
19720616000024;Diclocil®;J01CF01;Kapsel, hård;CAPHAR;500 mg
19720825000013;Primperan®;A03FA01;Tablett;TABLET;10 mg
19720825000020;Primperan®;A03FA01;Injektionsvätska, lösning;SOLINJ;5 mg/ml
19720825000037;Minifom®;A03AX13;Orala droppar, emulsion;ORDREM;100 mg/ml
19720922000015;Stesolid®;N05BA01;Suppositorium;SUPPOS;5 mg
19720922000022;Stesolid®;N05BA01;Suppositorium;SUPPOS;10 mg
19720922000039;Vitatonin® forte;A11AB;Oral lösning;ORASOL;
19721020000013;Eusaprim®;J01EE01;Tablett;TABLET;80 mg/400 mg
19721020000020;Eusaprim®;J01EE01;Oral suspension;ORASUS;8 mg/ml+40 mg/ml
19721020000037;Bactrim®;J01EE01;Oral suspension;ORASUS;40 mg/ml + 8 mg/ml
19721020000044;Bactrim®;J01EE01;Tablett;TABLET;400 mg/80 mg
19721020000051;Impugan®;C03CA01;Tablett;TABLET;40 mg
19721117000018;Questran®;C10AC01;Pulver till oral suspension, dospåse;POSUSA;4 g
19721117000025;Impugan®;C03CA01;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19721117000032;Nezeril®;R01AA05;Näsdroppar, lösning i endosbehållare;NDSOSC;0,5  mg/ml
19721117000049;Nezeril®;R01AA05;Näsdroppar, lösning i endosbehållare;NDSOSC;0,25 mg/ml
19721215000019;Tavegyl®;R06AA04;Injektionsvätska, lösning;SOLINJ;1 mg/ml
19721215000026;Metronidazol Actavis;P01AB01;Filmdragerad tablett;FICOTA;250 mg
19721215000033;Aminess®;V06DD;Filmdragerad tablett;FICOTA;
19721215000040;Rhesonativ®;J06BB01;Injektionsvätska, lösning i förfylld spruta;SOIJPS;625 IE/ml
19730126000018;Midamor®;C03DB01;Tablett;TABLET;5 mg
19730126000025;Natriumklorid Fresenius Kabi;V07AB;Spädningsvätska för parenteral användning;SOPAUS;9 mg/ml
19730302000016;Ketalar®;N01AX03;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19730302000023;Ketalar®;N01AX03;Injektionsvätska, lösning;SOLINJ;50 mg/ml
19730302000030;Koffein Viatris;N06BC01;Tablett;TABLET;100 mg
19730302000047;C-vitamin;A11GA01;Tablett;TABLET;300 mg
19730302000054;Pyridoxin Meda;A11HA02;Tablett;TABLET;40 mg
19730302000061;Salsyvase;D02AF;Salva;OINTME;1 %
19730302000078;Salsyvase;D02AF;Salva;OINTME;2 %
19730330000019;Solvezink®;A12CB01;Brustablett;EFFTAB;45 mg Zn 2+
19730330000026;Ventoline®;R03CC02;Oral lösning;ORASOL;0,4 mg/ml
19730330000033;Diclocil®;J01CF01;Pulver till injektions-/infusionsvätska, lösning;POSOII;
19730330000057;Magnecyl;N02BA01;Tablett;TABLET;500 mg
19730330000064;Klorokinfosfat RPH Pharma;P01BA01;Filmdragerad tablett;FICOTA;250 mg
19730427000014;Resonium-Calcium;V03AE01;Pulver till oral/rektal suspension;PORSUS;
19730427000021;Minorplex®;A11BA;Tablett;TABLET;
19730510000013;Doloxene®;N02AC04;Kapsel, hård;CAPHAR;50 mg
19730510000020;Doloxene®;N02AC04;Kapsel, hård;CAPHAR;100 mg
19730525000015;Anafranil®;N06AA04;Injektionsvätska, lösning;SOLINJ;12,5 mg/ml
19730525000022;Anafranil®;N06AA04;Dragerad tablett;COATAB;25 mg
19730525000039;AD-vitamin Vatten;A11CB;Orala droppar, lösning;ORDRSO;
19730525000053;Hiprex®;J01XX05;Tablett;TABLET;1 g
19730615000017;Efedrin Viatris;R03CA02;Injektionsvätska, lösning;SOLINJ;50 mg/ml
19730615000024;Fenantoin RPH Pharma;N03AB02;Tablett;TABLET;100 mg
19730615000031;AD-vitamin Olja;A11CB;Orala droppar, lösning;ORDRSO;
19730615000048;Teofyllamin Viatris;R03DA05;Injektionsvätska, lösning;SOLINJ;23 mg/ml
19730615000055;Dentan®;A01AA01;Munsköljvätska;MOUWAS;0,05 %
19730615000062;Dentan®;A01AA01;Munsköljvätska;MOUWAS;0,2 %
19730831000013;Benestermycin® vet.;QJ51RC25;Intramammär salva;INMAOI;
19730831000020;Digoxin Evolan;C01AA05;Injektionsvätska, lösning;SOLINJ;0,25 mg/ml
19730831000037;Prednisolon Pfizer;H02AB06;Tablett;TABLET;5 mg
19730831000044;Glukos Fresenius Kabi;B05BA03;Injektionsvätska, lösning;SOLINJ;300 mg/ml
19730831000051;Morfin Meda;N02AA01;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19730831000068;Tetracyklin RPH Pharma;J01AA07;Tablett;TABLET;250 mg
19730831000075;Xylocard®;C01BB01;Koncentrat till infusionsvätska, lösning;COSINF;200 mg/ml
19730831000082;Bricanyl®;R03CC03;Oral lösning;ORASOL;0,3 mg/ml
19730831000099;Bisolvon®;R05CB02;Tablett;TABLET;8 mg
19730831000105;Selukos®;D11AC03;Kräm;CREAM;2,5 %
19731005000013;Fucidin®;J01XC01;Oral suspension;ORASUS;50 mg/ml
19731005000020;Ventoline®;R03AC02;Lösning för nebulisator;NEBRSO;5 mg/ml
19731109000025;Borgal® vet.;QJ01EW13;Injektionsvätska, lösning;SOLINJ;200 mg/ml + 40 mg/ml
19731109000032;Kodein RPH Pharma;R05DA04;Tablett;TABLET;25 mg
19731109000049;Fenemal Meda;N03AA02;Tablett;TABLET;15 mg
19731109000056;Fenemal Meda;N03AA02;Tablett;TABLET;50 mg
19731109000063;Fenemal Meda;N03AA02;Tablett;TABLET;100 mg
19731109000070;Bamyl®;N02BA01;Brustablett;EFFTAB;500 mg
19731109000087;Bamyl® koffein;N02BA51;Brustablett;EFFTAB;500 mg/50 mg
19731109000094;Fluanxol®;N05AF01;Dragerad tablett;COATAB;5 mg
19731214000019;Lioresal®;M03BX01;Tablett;TABLET;10 mg
19731214000026;Lioresal®;M03BX01;Tablett;TABLET;25 mg
19731214000033;Morfin-Skopolamin Meda;N02AG01;Injektionsvätska, lösning;SOLINJ;10 mg/ml + 0,4 mg/ml
19731214000040;Mycostatin®;D01AA01;Kräm;CREAM;100000 IE/g
19731214000057;Mycostatin®;A07AA02;Oral suspension;ORASUS;100000 IU/ml
19731214000064;Abboticin®;J01FA01;Granulat till oral suspension i dospåse;GOSUSA;200 mg
19731214000071;Kåvepenin®;J01CE02;Filmdragerad tablett;FICOTA;800 mg
19731214000088;Sobril®;N05BA04;Tablett;TABLET;10 mg
19740125000018;Ovesterin®;G03CA04;Tablett;TABLET;1 mg
19740301000016;Viskén®;C07AA03;Tablett;TABLET;5 mg
19740301000023;Metadon Viatris;N07BC02;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19740301000030;Becotide®;R03BA01;Inhalationsspray, suspension;PRINSU;50 mikrogram/dos
19740301000047;Levaxin®;H03AA01;Tablett;TABLET;50 mikrogram
19740405000011;Mollipect®;R05CB10;Oral lösning;ORASOL;0,5 mg/ml + 1 mg/ml
19740405000028;Moduretic®;C03EA01;Tablett;TABLET;5 mg / 50 mg
19740405000035;Natriumbikarbonat Fresenius Kabi;B05BB01;Infusionsvätska, lösning;SOLINF;50 mg/ml
19740405000042;Follistrel®;G03AC03;Tablett;TABLET;30 mikrogram
19740405000059;Aminogran® aminosyreblandning;V06CA;Oralt pulver;ORAPOW;
19740405000066;Medikol;A07BA01;Brusgranulat;EFFGRA;5 g
19740510000012;Exlutena®;G03AC02;Tablett;TABLET;0,5 mg
19740510000029;Minirin;H01BA02;Näsdroppar, lösning;NADRSO;0,1 mg/ml
19740510000036;Apodorm;N05CD02;Tablett;TABLET;5 mg
19740614000024;Natriumbikarbonat Viatris;A02AH;Tablett;TABLET;1 g
19740614000031;Vamin® 9 g N/l;B05BA01;Infusionsvätska, lösning;SOLINF;
19740614000048;Vamin®-Glukos;B05BA01;Infusionsvätska, lösning;SOLINF;
19740614000055;Synacthen®;H01AA02;Injektions-/infusionsvätska, lösning;SOIJIF;0,25 mg/ml
19740614000062;Aberela®;D10AD01;Kräm;CREAM;0,05 %
19740614000079;Nezeril®;R01AA05;Näsdroppar, lösning i endosbehållare;NDSOSC;0,1 mg/ml
19740614000086;Theracough;R05CA03;Oral lösning;ORASOL;20 mg/ml
19740830000013;Gaviscon®;A02BX13;Tuggtablett;CHETAB;
19741004000013;Dalacin®;J01FF01;Kapsel, hård;CAPHAR;75 mg
19741004000020;Dalacin®;J01FF01;Kapsel, hård;CAPHAR;150 mg
19741004000037;Sandomigrin®;N02CX01;Tablett;TABLET;0,5 mg
19741004000044;Diproderm®;D07AC01;Kräm;CREAM;0,05 %
19741004000051;Diproderm®;D07AC01;Salva;OINTME;0,05 %
19741004000068;Anafranil®;N06AA04;Dragerad tablett;COATAB;10 mg
19741004000075;Rifadin®;J04AB02;Oral suspension;ORASUS;20 mg/ml
19741101000015;Trilafon® enantat;N05AB03;Injektionsvätska, lösning;SOLINJ;100 mg/ml
19741101000022;Mindiab®;A10BB07;Tablett;TABLET;5 mg
19741101000039;Confortid®;M01AB01;Kapsel, hård;CAPHAR;50 mg
19741101000046;Premarina®;G03CA57;Tablett;TABLET;0,625 mg
19741101000053;Iktorivil®;N03AE01;Tablett;TABLET;0,5 mg
19741101000060;Iktorivil®;N03AE01;Tablett;TABLET;2 mg
19741206000019;Digoxin Evolan;C01AA05;Tablett;TABLET;0,25 mg
19741206000026;Adrenalin Viatris;C01CA24;Injektionsvätska, lösning;SOLINJ;1 mg/ml
19741206000033;Papaverin Recip;A03AD01;Injektionsvätska, lösning;SOLINJ;40 mg/ml
19741206000040;Petidin Viatris;N02AB02;Injektionsvätska, lösning;SOLINJ;50 mg/ml
19741206000057;Burinex®;C03CA02;Tablett;TABLET;1 mg
19741206000064;Panodil® Brus;N02BE01;Brustablett;EFFTAB;500 mg
19741206000071;Ventoline®;R03CC02;Tablett;TABLET;4 mg
19741206000088;Bafucin® Mint;R02AB30;Sugtablett;LOZENG;
19741206000095;Digoxin Evolan;C01AA05;Tablett;TABLET;0,13 mg
19741206000101;Klorokinfosfat RPH Pharma;P01BA01;Filmdragerad tablett;FICOTA;160 mg
19750124000025;Atropin Viatris;A03BA01;Injektionsvätska, lösning;SOLINJ;0,5 mg/ml
19750124000032;Atropin Viatris;A03BA01;Injektionsvätska, lösning i cylinderampull;SOINCA;0,5 mg/ml
19750124000049;Siccalactin® vet.;QJ51RC24;Intramammär salva;INMAOI;
19750124000056;Heracillin®;J01CF05;Filmdragerad tablett;FICOTA;500 mg
19750124000063;Cincain;S01HA06;Ögonsalva;EYEOIN;0,5 %
19750124000070;Terramycin® vet.;QJ01AA06;Oralt pulver;ORAPOW;20 %
19750124000087;Iktorivil®;N03AE01;Koncentrat och vätska till injektions-/infusionsvätska, lösning;CSSIJF;1 mg/ml
19750124000094;Iktorivil®;N03AE01;Orala droppar, lösning;ORDRSO;2,5 mg/ml
19750314000019;Brufen®;M01AE01;Filmdragerad tablett;FICOTA;200 mg
19750314000026;Aethoxysklerol®;C05BB02;Injektionsvätska, lösning;SOLINJ;5 mg/ml
19750314000033;Naprosyn®;M01AE02;Tablett;TABLET;250 mg
19750314000040;Rimactan®;J04AB02;Dragerad tablett;COATAB;450 mg
19750314000057;Rimactan®;J04AB02;Dragerad tablett;COATAB;600 mg
19750314000064;Apodorm;N05CD02;Tablett;TABLET;2,5 mg
19750418000014;Cytosar®;L01BC01;Pulver och vätska till injektions-/infusionsvätska, lösning;PSSIJF;100 mg
19750418000021;Canesten®;D01AC01;Kräm;CREAM;10 mg/g
19750418000038;Canesten®;D01AC01;Kutan lösning;CUTSOL;1 %
19750418000045;Canesten®;G01AF02;Vaginaltablett;VAGTAB;100 mg
19750418000052;Sinemet®;N04BA02;Tablett;TABLET;25 mg/250 mg
19750418000069;Sinemet®;N04BA02;Tablett;TABLET;10 mg/100 mg
19750418000076;Seloken®;C07AB02;Tablett;TABLET;50 mg
19750418000083;Seloken®;C07AB02;Tablett;TABLET;100 mg
19750516000015;Fluanxol® Depot;N05AF01;Injektionsvätska, lösning;SOLINJ;20 mg/ml
19750516000022;Bactrim®;J01EE01;Koncentrat till infusionsvätska, lösning;COSINF;
19750516000039;Eusaprim®;J01EE01;Koncentrat till infusionsvätska, lösning;COSINF;16 mg/ml+80 mg/ml
19750516000046;Bricanyl®;R03AC03;Lösning för nebulisator;NEBRSO;10 mg/ml
19750516000053;Diproderm®;D07AC01;Kutan lösning;CUTSOL;0,05 %
19750516000060;Estracyt®;L01XX11;Kapsel, hård;CAPHAR;140 mg
19750613000017;Ibaril®;D07AC03;Kräm;CREAM;0,25 %
19750613000024;Fasigyn®;P01AB02;Filmdragerad tablett;FICOTA;500 mg
19750613000031;Alvedon®;N02BE01;Brustablett;EFFTAB;500 mg
